Date - Time (PHT)	Latitude (°N)	Longitude (°E)	Depth of Focus (km)	Magnitude	Location	URL
21 December 2020 - 12:23 PM	09.64	125.8	116	2.8	010 km N 45° E of Claver (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_0423_B2.html
21 December 2020 - 02:50 PM	08.98	126.67	015	3.3	041 km N 81° E of Cagwait (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_0650_B2.html
21 December 2020 - 06:21 PM	13.63	121.68	004	2.2	027 km N 41° W of Boac (Marinduque)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_1021_B2.html
21 December 2020 - 06:26 PM	09.65	123.53	032	2.5	007 km S 17° E of Alcoy (Cebu)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_1026_B2.html
21 December 2020 - 08:23 PM	03.04	127.86	027	3.3	402 km S 38° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_1223_B2.html
21 December 2020 - 09:00 PM	09.86	125.91	032	2.8	007 km S 85° W of Del Carmen (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_1300_B2.html
22 December 2020 - 12:45 AM	19.09	121.02	001	2.9	020 km S 85° W of Dalupiri Island (Calayan) (Cagayan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_1645_B2.html
22 December 2020 - 01:01 AM	09.98	122.43	001	2.0	021 km N 89° W of Cauayan (Negros Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_1701_B2.html
22 December 2020 - 01:28 AM	09.35	126.35	025	2.8	019 km N 65° E of Cortes (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_1728_B2.html
22 December 2020 - 01:33 AM	09.61	122.67	064	2.3	025 km S 08° E of Candoni (Negros Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_1733_B2.html
22 December 2020 - 01:38 AM	09.63	122.42	020	2.1	033 km S 48° W of Candoni (Negros Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_1738_B2.html
22 December 2020 - 02:14 AM	14.84	121.57	012	4.9	010 km N 30° W of General Nakar (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_1814_B4F.html
22 December 2020 - 03:16 AM	10.51	122.71	001	2.6	019 km S 85° E of Nueva Valencia (Guimaras)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_1916_B2.html
22 December 2020 - 03:31 AM	07.62	124.21	002	3.7	008 km N 01° W of Kapatagan (Lanao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_1931_B2.html
22 December 2020 - 04:09 AM	14.93	121.52	032	2.7	022 km N 29° W of General Nakar (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_2009_B2F.html
22 December 2020 - 04:10 AM	14.89	121.62	010	3.2	015 km N 02° W of General Nakar (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_2010_B2F.html
22 December 2020 - 05:18 AM	11.83	124.24	002	2.3	020 km N 38° W of Kawayan (Biliran)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_2118_B2.html
22 December 2020 - 06:04 AM	12.28	123.81	013	3.6	006 km N 22° E of Uson (Masbate)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_2204_B2F.html
22 December 2020 - 06:58 AM	14.80	121.6	017	3.3	005 km N 26° W of General Nakar (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1221_2258_B2F.html
22 December 2020 - 09:19 AM	04.70	125.46	001	4.2	079 km S 03° E of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_0119_B2F.html
22 December 2020 - 09:33 AM	10.15	124.65	017	2.6	021 km N 86° W of City Of Maasin (Southern Leyte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_0133_B2.html
22 December 2020 - 09:35 AM	05.53	127.36	002	3.4	189 km S 49° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_0135_B2.html
22 December 2020 - 11:03 AM	07.79	126.45	025	2.2	001 km N 45° W of Cateel (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_0303_B2.html
22 December 2020 - 01:16 PM	06.70	125.14	027	2.2	009 km S 86° W of Matanao (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_0516_B2.html
22 December 2020 - 01:30 PM	11.15	124.51	002	2.3	007 km S 55° W of Kananga (Leyte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_0530_B2.html
22 December 2020 - 02:09 PM	09.61	126.25	031	2.2	022 km S 29° E of General Luna (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_0609_B2.html
22 December 2020 - 04:07 PM	13.00	125.64	021	2.9	071 km N 36° E of Mapanas (Northern Samar)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_0807_B2.html
22 December 2020 - 09:07 PM	10.12	125.15	003	2.6	007 km N 03° W of San Francisco (Southern Leyte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1307_B2.html
22 December 2020 - 09:37 PM	10.08	126.24	012	4.8	019 km N 70° E of Burgos (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1337_B3F.html
22 December 2020 - 09:44 PM	09.80	125.89	013	2.4	012 km S 50° W of Del Carmen (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1344_B2.html
22 December 2020 - 09:49 PM	09.92	126.04	020	2.0	011 km S 21° W of Burgos (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1349_B2.html
22 December 2020 - 09:52 PM	15.71	119.71	021	2.3	025 km N 69° W of Candelaria (Zambales)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1352_B2.html
22 December 2020 - 09:53 PM	09.96	126.1	031	1.8	007 km S 28° E of Burgos (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1353_B2.html
22 December 2020 - 09:56 PM	09.87	125.88	006	2.1	010 km N 89° W of Del Carmen (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1356_B2.html
22 December 2020 - 09:57 PM	09.94	126.11	029	1.9	009 km S 24° E of Burgos (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1357_B2.html
22 December 2020 - 10:20 PM	09.99	126.11	028	1.7	005 km S 49° E of Burgos (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1420_B2.html
22 December 2020 - 10:25 PM	05.88	126.2	026	2.5	062 km S 87° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1425_B2.html
22 December 2020 - 10:26 PM	13.23	120.21	001	2.0	034 km S 53° W of Paluan (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1426_B2.html
22 December 2020 - 11:11 PM	10.10	126.17	019	2.8	014 km N 50° E of Burgos (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1511_B2.html
22 December 2020 - 11:36 PM	06.66	125.01	002	3.1	006 km S 61° E of Columbio (Sultan Kudarat)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1536_B2.html
23 December 2020 - 01:07 AM	11.90	125.1	029	3.4	018 km S 26° E of San Jose De Buan (Samar)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1707_B2F.html
23 December 2020 - 01:19 AM	06.66	125.03	008	2.7	009 km S 73° E of Columbio (Sultan Kudarat)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1719_B2.html
23 December 2020 - 01:29 AM	06.03	126.17	115	2.8	055 km S 71° E of Don Marcelino (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1729_B2.html
23 December 2020 - 02:08 AM	10.07	122.49	001	2.0	019 km N 55° W of Cauayan (Negros Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1808_B2.html
23 December 2020 - 02:24 AM	05.80	126.28	106	3.1	071 km S 80° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1824_B2.html
23 December 2020 - 02:26 AM	08.06	123.32	013	2.1	004 km N 14° E of Midsalip (Zamboanga Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1826_B2.html
23 December 2020 - 03:38 AM	10.17	126.41	001	2.2	059 km N 56° E of Del Carmen (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1938_B2.html
23 December 2020 - 03:47 AM	10.05	123.22	021	2.0	009 km S 39° W of City Of Guihulngan (Negros Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_1947_B2.html
23 December 2020 - 04:24 AM	12.25	123.85	028	2.4	008 km N 70° E of Uson (Masbate)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_2024_B2.html
23 December 2020 - 04:57 AM	09.54	126.85	018	2.6	081 km S 70° E of General Luna (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_2057_B2.html
23 December 2020 - 05:15 AM	13.82	120.36	033	2.0	016 km N 47° E of Looc (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_2115_B2.html
23 December 2020 - 05:48 AM	04.87	126.68	022	3.4	162 km S 45° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1222_2148_B2.html
23 December 2020 - 09:50 AM	08.98	126.26	050	2.7	003 km N 71° W of Bayabas (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_0150_B2.html
23 December 2020 - 12:15 PM	05.05	125.28	039	3.0	043 km S 21° W of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_0415_B2.html
23 December 2020 - 01:44 PM	18.53	121.17	029	2.4	007 km S 65° W of Sanchez-mira (Cagayan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_0544_B2.html
23 December 2020 - 04:44 PM	07.91	126.38	077	2.1	016 km N 33° W of Cateel (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_0844_B2.html
23 December 2020 - 05:36 PM	12.62	123.48	001	3.0	020 km S 83° W of Monreal (Masbate)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_0936_B2.html
23 December 2020 - 07:02 PM	09.19	122.02	020	3.5	067 km S 47° W of Hinoba-an (Negros Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_1102_B2.html
23 December 2020 - 09:01 PM	13.28	122.22	007	3.1	015 km S 74° E of Torrijos (Marinduque)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_1301_B2.html
23 December 2020 - 09:57 PM	15.70	119.79	019	2.8	017 km N 62° W of Candelaria (Zambales)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_1357_B2.html
23 December 2020 - 09:58 PM	06.82	123.93	031	3.1	025 km N 37° W of Lebak (Sultan Kudarat)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_1358_B2.html
23 December 2020 - 10:06 PM	19.13	121.18	024	3.6	004 km N 49° W of Dalupiri Island (Calayan) (Cagayan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_1406_B2.html
23 December 2020 - 10:26 PM	13.70	120.61	068	2.1	015 km S 09° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_1426_B2.html
23 December 2020 - 11:25 PM	13.46	122.33	002	2.1	031 km N 60° E of Torrijos (Marinduque)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_1525_B2.html
23 December 2020 - 11:34 PM	13.76	120.61	171	2.5	009 km S 18° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_1534_B2.html
24 December 2020 - 12:17 AM	06.86	125.07	026	2.2	011 km S 09° W of Makilala (Cotabato)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_1617_B2.html
24 December 2020 - 12:28 AM	05.69	126.56	035	3.0	104 km S 76° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_1628_B2.html
24 December 2020 - 01:43 AM	15.74	119.38	025	2.1	057 km S 81° W of Infanta (Pangasinan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_1743_B2.html
24 December 2020 - 01:52 AM	09.93	124.17	004	2.3	006 km S 73° W of Danao (Bohol)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_1752_B2.html
24 December 2020 - 01:57 AM	08.88	123.32	026	2.0	027 km S 29° E of Zamboanguita (Negros Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_1757_B2.html
24 December 2020 - 02:01 AM	08.95	124.07	017	2.4	054 km N 36° W of Libertad (Misamis Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_1801_B2.html
24 December 2020 - 03:56 AM	05.26	126.72	134	3.1	140 km S 59° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_1956_B2.html
24 December 2020 - 04:03 AM	15.56	119.92	034	2.0	008 km S 13° W of Candelaria (Zambales)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_2003_B2.html
24 December 2020 - 04:30 AM	13.77	120.57	109	2.0	010 km S 43° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_2030_B1.html
24 December 2020 - 05:11 AM	09.20	126.44	016	2.7	029 km S 74° E of Cortes (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_2111_B2.html
24 December 2020 - 06:46 AM	14.27	119.31	036	2.6	099 km N 62° W of Lubang (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_2246_B2.html
24 December 2020 - 07:48 AM	04.96	126.76	065	2.9	157 km S 71° E of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1223_2348_B2.html
24 December 2020 - 08:28 AM	09.65	125.82	033	2.2	013 km N 51° E of Claver (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_0028_B2.html
24 December 2020 - 08:46 AM	14.91	121.66	006	2.5	017 km N 15° E of General Nakar (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_0046_B2.html
24 December 2020 - 09:39 AM	14.13	122.4	001	2.6	006 km S 11° E of Santa Elena (Camarines Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_0139_B2.html
24 December 2020 - 11:22 AM	16.00	119.95	008	3.0	020 km S 51° E of Agno (Pangasinan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_0322_B2.html
24 December 2020 - 12:16 PM	13.64	120.61	142	3.2	022 km S 07° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_0416_B2.html
24 December 2020 - 03:36 PM	08.29	125.87	053	2.5	007 km N 80° E of La Paz (Agusan Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_0736_B2.html
24 December 2020 - 04:30 PM	19.54	121.56	018	3.8	037 km N 86° W of Babuyan Island (Calayan) (Cagayan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_0830_B2.html
24 December 2020 - 06:32 PM	13.71	120.54	120	4.0	017 km S 35° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_1032_B2F.html
24 December 2020 - 07:24 PM	06.15	126.09	041	3.0	044 km S 84° E of Don Marcelino (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_1124_B2.html
24 December 2020 - 08:55 PM	18.23	120.76	001	3.0	009 km N 35° E of Piddig (Ilocos Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_1255_B2.html
24 December 2020 - 10:26 PM	06.10	126.23	027	3.4	063 km S 16° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_1426_B1.html
24 December 2020 - 10:30 PM	06.17	125.78	124	3.1	010 km S 75° E of Don Marcelino (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_1430_B2.html
24 December 2020 - 10:56 PM	05.10	125.73	027	3.2	048 km S 44° E of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_1456_B2.html
25 December 2020 - 12:04 AM	06.41	126.36	125	3.2	042 km S 50° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_1604_B2.html
25 December 2020 - 05:27 AM	11.65	125.12	006	2.9	008 km S 45° E of Hinabangan (Samar)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_2127_B2.html
25 December 2020 - 05:42 AM	06.96	125.61	026	2.3	011 km S 02° E of City Of Davao	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_2142_B2.html
25 December 2020 - 06:03 AM	05.07	125.24	030	3.9	042 km S 28° W of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_2203_B2F.html
25 December 2020 - 07:11 AM	10.95	126.42	002	3.4	077 km S 83° E of Guiuan (Eastern Samar)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_2311_B2.html
25 December 2020 - 07:43 AM	13.76	120.53	107	6.3	014 km S 54° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_2343_B4F.html
25 December 2020 - 07:53 AM	13.69	120.58	089	3.0	017 km S 21° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_2353_B2.html
25 December 2020 - 07:57 AM	13.87	120.54	088	3.3	011 km N 69° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1224_2357_B2F.html
25 December 2020 - 08:09 AM	13.83	120.5	097	2.8	014 km S 88° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0009_B2.html
25 December 2020 - 08:29 AM	14.05	120.33	098	2.0	041 km N 54° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0029_B2.html
25 December 2020 - 08:49 AM	13.73	120.51	095	2.6	018 km S 48° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0049_B2.html
25 December 2020 - 09:06 AM	13.70	120.51	095	3.2	019 km S 42° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0106_B2.html
25 December 2020 - 09:08 AM	13.88	120.5	086	1.7	015 km N 70° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0108_B2.html
25 December 2020 - 09:13 AM	13.82	120.59	088	2.0	004 km S 76° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0113_B2.html
25 December 2020 - 09:21 AM	05.46	125.34	003	3.4	011 km N 59° W of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0121_B2.html
25 December 2020 - 09:41 AM	08.80	126.27	058	2.1	003 km N 88° W of Marihatag (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0141_B2.html
25 December 2020 - 09:45 AM	11.21	124.63	001	3.1	009 km N 66° E of Kananga (Leyte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0145_B2F.html
25 December 2020 - 10:00 AM	04.91	125.97	088	5.2	083 km S 48° E of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0200_B3F.html
25 December 2020 - 10:20 AM	13.88	120.51	090	2.1	015 km N 68° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0220_B2F.html
25 December 2020 - 11:18 AM	13.84	120.52	087	1.7	012 km N 88° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0318_B2F.html
25 December 2020 - 11:31 AM	13.77	120.69	089	1.8	009 km S 42° E of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0331_B2.html
25 December 2020 - 11:45 AM	12.45	123.76	028	2.9	004 km N 36° W of Batuan (Masbate)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0345_B2.html
25 December 2020 - 12:00 PM	13.73	120.68	081	1.9	012 km S 23° E of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0400_B2.html
25 December 2020 - 12:25 PM	13.74	120.62	083	2.1	006 km S 06° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0425_B3.html
25 December 2020 - 12:26 PM	13.75	120.68	088	1.7	011 km S 28° E of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0426_B1F.html
25 December 2020 - 12:37 PM	13.64	120.17	007	2.0	012 km S 47° W of Looc (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0437_B2.html
25 December 2020 - 01:39 PM	06.33	126.6	071	2.7	068 km S 59° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0539_B2.html
25 December 2020 - 03:09 PM	17.50	120.88	023	2.7	007 km N 20° E of Bucloc (Abra)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0709_B2.html
25 December 2020 - 04:37 PM	13.70	120.02	011	4.3	021 km S 32° W of Lubang (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0837_B3F.html
25 December 2020 - 04:39 PM	06.68	126.08	029	2.2	003 km N 18° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0839_B2.html
25 December 2020 - 05:37 PM	10.74	125.98	025	3.0	028 km S 89° E of Homonhon Island (Guiuan) (Eastern Samar)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_0937_B2.html
25 December 2020 - 06:04 PM	13.36	122.31	004	5.2	022 km N 86° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1004_B3F.html
25 December 2020 - 06:08 PM	13.47	122.31	008	2.9	026 km N 60° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1008_B2F.html
25 December 2020 - 06:12 PM	13.42	122.28	002	2.3	027 km N 72° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1012_B1.html
25 December 2020 - 06:17 PM	13.46	122.27	008	1.9	029 km N 66° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1017_B2.html
25 December 2020 - 06:21 PM	13.28	122.26	026	1.7	029 km S 76° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1021_B2.html
25 December 2020 - 06:23 PM	13.44	122.34	002	1.9	022 km N 64° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1023_B2.html
25 December 2020 - 06:31 PM	13.32	122.18	029	1.5	037 km S 86° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1031_B2.html
25 December 2020 - 06:32 PM	04.95	127.52	021	3.0	234 km S 63° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1032_B2.html
25 December 2020 - 06:42 PM	13.39	122.12	042	1.9	025 km N 52° E of Buenavista (Marinduque)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1042_B2.html
25 December 2020 - 06:57 PM	13.87	120.53	096	2.0	012 km N 72° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1057_B2.html
25 December 2020 - 07:07 PM	13.46	122.28	006	1.9	029 km N 64° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1107_B2.html
25 December 2020 - 07:16 PM	13.42	122.28	004	2.1	027 km N 74° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1116_B2.html
25 December 2020 - 07:25 PM	13.38	122.35	001	2.0	019 km N 80° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1125_B2.html
